reviewId,content,score
d7e3cf8f-405d-4295-aee5-1d6ffec483ca,"Netflix is very dangerous for kids & teenagers, a lot of sucks movies up 18 , olso it's dangerous for the young men because it makes them want like these bad happened, this company should take care about it's customers, thank you",1
f19c8f27-a0c3-4d0d-bb22-2c5c5eb67f9d,when you are at Dr you can not change your language to English you can not do that when you set it up in Dr like what the f### and they lied to us when they said only on netflix that why I give it a 3star review!,3
8d3d8f11-b812-47f5-8fbc-e994f92d6605,तलवार चली गयी होगी पर तजुर्बे नही गये हाथो से तुम हथीयार लेकर भी हार जाओगे (क्षत्रिय),5
e97e2766-aa44-4036-ba49-9563db0f81d6,"Great app, keep on the good work! Flixy 🤩",5
4bf45540-8893-41d8-b0d2-2e50d122e1b6,Nice,5
6065d2ad-232e-4ad2-b8aa-50ff6beeeac5,Household restrictions,1
a97d8802-45f3-48d9-aa8e-85b7ec3101a7,They just forced people to the premium or ad supported version. What they don't tell you is that you are no longer able to cast the ad supported version to your Chromecast. I cannot believe the greed this company is displaying considering they became big by not being greedy. Our family has now cancelled Netflix and don't plan on returning as even if they backtrack on this decision it's all going to be downhill from here. I hope Netflix goes the way of blockbuster now.,1
e351fa4e-bf0b-4813-8195-99a1a94b8d80,Good,5
0e279d96-71dc-4ed2-bfdf-a1272a1d1c29,Can't use on my phone on family plan. Trash business model,1
ed893c56-d44c-4745-992a-22197403e215,This is 5 stars instantly,5
70c52f98-2827-429a-ad34-683e406a0746,No problems with it.,4
a6162a98-4721-4fdf-a6b2-934b14b6119e,Good movies,4
840acec3-617d-49ff-8219-f36dcc7782e1,Begginer,5
1c9aa61a-d8d4-45ed-90ae-1788f9e85ce0,Progressively gotten worse,1
ef5d81ed-6b61-469e-b39d-1350e285697e,"blurry pics and sd playback quality, what a nuisance.",1
fb816ba3-a8d9-4f8f-8d2b-ba8ae5d7ab44,Doesn't even deserve 1 star but you can't technically give them 0 stars... Honestly it's better to just use Disney+ or Hulu. You can watch like almost everything on Netflix somewhere else anyways. Just a waste of space and money at this point.,1
1bd2041f-0a90-4089-a9ac-8d3c593e65e6,So great & reliable,5
60e7140e-cec4-4c21-aeba-0e16c4e8879c,"The subtitles ALWAYS didn't show up if I don't press anything (for example skip outro, or next episode) when an anime episode ends then just let the app loads me the next episode, the subtitles DIDN'T SHOW UP. WHY? On Desktop and TV it works fine tho, no issue about this.",2
d851f774-8a57-4eee-b26f-7432ab7e9cfd,its netflix nothing rong with it,5
4d8cdc86-7698-45df-95fb-4a5b21981c1d,I love trattors,4
7a6e9156-6211-495c-8001-7fe36bc2e30c,It is good and fascinating 😍,4
31726324-17b3-4ca3-821c-275f1b05efcd,"i can not open the app due to an ""error""",2
ff820213-58b5-4fa7-ad0c-2a5f11d231e2,"Just wanted to sit down and watch something at the end of the day. I'm having a notice about household whatever instead. I've read QR's, I've received SMS, but the process always get stuck someway. Going to HBO for today. Very frustrating. I hope I don't have to cancel my account to ""solve"" this issue.",1
6ef852dd-a729-4347-b55e-96011a5f2ac6,It is very good 😃😃🙃,5
aa1458ec-5322-4940-b477-755d7c4915d3,So I can't cast with the ad plan? What kind of **** is this?,1
2a767592-f36a-412b-baab-74684b32ef9d,Just stopped working in hd on s23 ultra,1
39716873-81fc-40b2-84e7-eb93477ce526,Great app it is,5
a125ba65-f609-4b9f-a353-42cc5bdef3c3,Very few.new movies,3
93ac2a34-301a-4384-821b-111f26d52750,For maharaj movie targeting only Hindu s,1
cd3b2e27-faaa-4ec2-ade9-f7da0e1afb66,"Worst application forever and Netflix is a Bhand, it's look like a hooligan.",1
6a068c75-51a3-4b18-89a8-a766628e3dd7,REMOVE (CASTLEVANIA) SERIES 🤬🤬😡,1
e8f1541c-6074-49e7-9684-92094789dba5,Pretty easy,4
a2754ea8-dbe4-403d-abad-5ff4d84a22aa,Time to go back to burning dvds,1
19482748-f0fe-45f6-a949-24a557920e91,Error,1
c71b17a0-f4d6-4cc8-b347-b2c624c1d9fb,Account sharing? Lol. Very expensive subscription. Very limited quality choices. Not worth it. Just pirate.,1
94abf8df-98fa-40b3-9e5f-6b251b4f068b,Worst very Very Very bad 👎 😕 😞 😑,1
54a8dec5-880b-4b80-abb0-094d3801c760,Because you can watch movies and relax while it plays and I can just give this 5 starts for everything it does,5
5cc21026-abea-41c9-bdbc-d92b4d8ee102,"Back then Netflix was my favorite app because it had alot of newly released movies but now There's no good movies and the ones that is newly released isn't even available on Netflix feels sad for that. This month will be my last subscription after this I'll forever transfer to Amazon Prime, thank Netflix for being there with me for 7 years, time to say goodbye now❤.",5
0d5afe22-34b2-4895-ae21-0e89e5fb626f,One of the greatest disappointments to mankind,1
36668ac6-ed92-4fcf-a120-6653191e10d8,"plays well. navigation, looking for films, is terrible. shows the same films over and over in different rows you have to scroll through. extremely annoying.",2
0eaf11fb-9c60-4503-84af-5211b380c0b3,Recently my Netflix app has been having some problems like when I open it says that my downloads have expired and It's a problem viewing them kindly assist,5
59a4b984-28bc-4550-a325-f2dc301a1b86,Good movie app for the product and I like to see the new work right now but I don't think I can get it to be done by then but I can bring it over to you if you want to come over and get it 😁,5
ff319c22-e2d1-4820-a401-b3f7025f8d8c,"Great apart from one thing... Netflix, stop adding programs to 'my list'. I do not want your forced / sponsored recommendations. I never asked for them. It's called MY list. Ironically, you named it that.",3
076db58d-39e6-4c2a-aec8-d7e91dab1616,Best,4
5f735ce4-4ad5-4716-a03f-e8e9f44ec60e,This is the worst company ever if you cancel them they continued to charge $39..00 out of my debit card continuesly even after calling representative at Netflix they need to be addressed for their continued crimes against people,1
920d8ceb-04b4-4714-a258-b8fcb03d5253,"I love watching TV shows whenever and wherever I can go, it all started when I was on vacation in the car and I downloaded Netflix on my phone and for the next 12 hours in that car ride I watched a various amount of TV shows and movies I enjoyed.",5
de6dcfdf-d8b6-40f6-a875-aad7c2a3701d,Unbelieveble,4
86610537-687d-41b4-91e2-8010bc5198e1,Very very good,5
b6bf14e0-fab9-4394-a5e0-77452c40c744,"Netflix 2 number ka bikau hai, normal app ki tarah subscribe karne nahi de Raha hai, iska matlab ye hai, ye log chor hai, please beware of Netflix",1
59d864c8-537b-4446-8a37-53735c2eb6d5,One of my favourite app just loved it 👍🏻,5
e406f62a-5e1c-45b6-a3c5-c1785392e785,Ok,1
2b805b75-771f-4c06-9460-c4d3e200cd7a,Very bad experience very cheap behaviour of netflix. And they started religious things,1
09b50a70-9ee7-41c1-8232-393bdd086789,Why am I not able to see the images in videos I've downloaded? I can hear the sounds and read the subtitles but no images. I've done all updates and still not able to watch a movie.,3
44fdc799-acb5-4521-b7a8-898928e7813d,When I Want to play a Netflix game my password doesn't work 😡😡😡😡😡😡🤬🤬🤬🤬,1
b639edbe-dbcb-4970-8b65-0018b10e5e9b,Worst app...the plan gets changed automatically!!! please don't do such things...atleast ask for permission in email.,1
d759c6e8-04fa-4f15-a2b4-ab7ca9a54c54,"Netflix has great shows. But the app on Android (Samsung S21) is frustrating. For some reason, it keeps playing shows with subtitles, even though they are turned off. I'll restart the app... and it's hit or miss whether subtitles are on. It ruins the experience. Please fix this bug.",4
eaadf49b-8321-42b5-b002-08f01a9efbe8,"I love a lot of shows on here, and I like being able to like stuff and dislike stuff, but now it's gotten too ridiculous. I haven't been able to get into my profile to watch stuff for about a year because I'm ""not about if the accounts house hold."" Phone and TV now. Ridiculous",1
54125032-e612-4bb8-858e-73ac3cb9223f,"Just recently I am experiencing bad viewing with my Netflix, is not displaying picture only audio. Do something about it ASAP.",5
d5b0b66e-9dfd-4d19-a3a2-85fd4b78d61f,"I wish I hadn't rated this app but to create a review I have to,the reason is that it is too expensive I mean can't the owners make it free like moviebox",1
3e35fd88-a5f1-4640-98d2-9410280ac471,Disgusting service... No knowledge to customer care executive... My account debited 199 rs. & no mail or message received of decline payment then I call & message customer care executive they told me to receive money in 10 days but as today is 12th day they now tell me that it takes 30 days time to refund money... They took highest charges & give 0% service... Last time I recharge Netflix,1
ce1f28d9-186c-4666-b761-bc35cde85d8c,"Your ""household"" issues giving me a hard time to enjoy what I've paid for. And for the record, me and my kids are the only ones using my account. We are part of our ""household"" The other guy is right, this is not worth the hassle anymore.",1
b37bd739-b59a-4f5a-b95d-3ee1669436ad,Put kannada movies also,2
06619374-4312-4e7a-af70-83212a8eb0d5,00000 reating not usefull app 😡😡😡😡😡🤬🤬😡😡😡🤬,1
aa31f613-ebe1-4449-9555-ae2f79f3f40e,"How do you turn OFF the subtitles? It said it was off but it's not. I will cancel my subscription if you don't fix it. I have been a loyal subscriber since 2016. Please fix. Oh, yes it's a new problem. Please fix it!!!! What is going on? Please fix it!!!!!!",1
e0f81d8f-8f28-427b-ab80-1de16fc60a9d,I have given you all of my information what's going on,5
d82e9b92-07fa-4eb0-bdf8-1e6e2ab3cca4,you cant have multiple accounts anymore? seriously how greedy can a company be?,1
e049c090-ab65-46c8-8fa0-da78657a1104,Have nice movies,5
397a60ae-6c84-4247-b28a-c648c6025df8,"There is no ""cast"" button",1
82706766-207d-4cc3-9823-b4d5633ff742,please renew and create lookism season 2,4
685e48e4-45d9-43f9-bc76-9345dae07290,I would love to see more movies not restricted to my region though,4
786ac4a0-cd1e-4e2e-98e3-4b21b024bf23,Great,5
62fe86c8-b721-4317-a1d3-5034720fe651,Exceptional,5
f43f2926-2a61-4f57-91dd-dc42a8d2f50e,Great,5
5f927529-89d6-4c47-b577-5dc87d065673,Bura,1
46f5b2ee-c492-499f-a2d9-43ff7de64d73,I have always loved Netflix. You have a great variety of movies for kids and adults.,5
c0827681-c51f-4c17-8c1a-80e08ef8143e,Amazing and interesting movies,5
01baa69e-795b-4e16-afe3-cfad33425ca3,I enjoy Netflix as much as anyone else but why does Netflix keep notifying me of personalized recommendations on the ps4 streaming access? Yet no matter how many times I acknowledge this I keep getting notified. it even started notifying back to back...got so ridiculous I just turned off the ps4 cause everytime the notification comes through all the apps reset and try to get me to go through the start process like I just downloaded them 😭.,3
7c3c5e2e-52bb-441d-b9e6-03c4e3237888,Enjoyable,4
c7663cb9-7c0d-40ba-a89d-894567048324,Nice app but $149,1
d1e7281d-e027-4636-9801-8d905a21d32e,WhatsApp in the world,1
eb5ad568-60ca-4786-b691-121c64684a08,This is the best so far,2
98e5a93d-5dae-4178-b078-c1d5de4dbdde,Bad,1
fca72b61-8c67-4e38-83c8-932c18552fd2,"I'm so dissappointed. Eventhough I put the correct password. It's always incorrect password. Please fix this issue, sir/ma'am. Thank You.",1
531f2668-a66c-494f-a8c1-d3fc559bd9af,here I really enjoy watching this apps,5
59b859f3-6a2f-4a5a-8bf0-963bd07fd08d,Below par content considering the hefty $$$,2
94e82625-4199-479b-8e09-04858b0ccdb6,This app needs a lot lot lot of upgrades not even single movie i searched for is available hopeless after paying a money and recharging MB I've not received any . where as i gets unlimited video clips and videos on YouTube just by recharging Mb I don't recommend this app it's just waste of money and MB years pass bye and Netflix dies .....nothing is good 👎🏼👎🏼👎🏼,1
a2779281-dfe9-4fc5-8dac-63aaaa7c42d6,Mast,5
b078a603-d65d-4423-9fef-3f17f0a02c12,Sooo goooooood,5
e42d78c1-f684-432b-86ef-6812ffe475aa,Netflix needs to have English dub on it's animes I'm tired of sub🫤,3
b1b84463-6422-4b2c-b9df-9a3d307e6787,Wonderful movie collections and worth the penny 👍,5
2c6c3b94-34d1-40ae-ab53-1112de37ce83,Cant use while im on phone.. its annoying,1
75fa3fcb-d25f-4814-9e21-7696d802a6ef,Because this app does not give free movies,1
adc7a295-36af-4a37-aaba-0c57001148e6,Nice,5
1d5a6ed2-500d-4f57-a1fd-5d1bdb78ffb1,Very nice application,5
226cb3b8-178f-4f31-aa3a-10e7537eb246,Disney+hotstar is much better than Netflix,1
f1b90926-5063-4fcc-8973-3393292f778c,i used to be able to watch on my laptop and sometimes i can but the majority of the time i cant. i get not authorized. What is that?. Is there no apps for laptops?? For this is canceled.,1
b4153cba-6e1a-4871-af2b-c0c8fd6db63b,It is the best 😇,1
5a2c1db1-45af-4aae-9a9e-97c41b0e7617,i just wanted a screencap of one frame for a pfp and it blacked it out.,1
c51ce5b6-4b90-48a0-94eb-161bd1152193,All Animes in dubbed Hindi 😤,3
5513b405-9226-4a77-bbda-b57f4141bcd9,awesome,5
ba3b509b-0552-477a-81d9-1eb861635459,Love it,5
ca4539da-966a-4e93-b458-8c21704768c1,Very bed app,1
b8fccc3d-497b-4e06-a67d-8b890f6a2602,I can sing in oudience,5
ea55548b-0058-4736-a8aa-1cba5e02a65c,Good,5
bf60e95c-15a9-41d0-a509-57b71dba60f6,Fast/complete,4
e23972fc-a194-486a-81cb-c73a0527923e,Very nice app but I can't get to start using it why and how do I pay,2
b6e1df6b-2ad6-4667-a12f-adf526de8967,Why the app not opening?,1
7653670c-6759-413a-b45b-ed6c87339a79,Can you add Telugu language all the videos that's my request,5
e6b26328-8a78-4aa5-85c0-404aeee98d12,Not accepting my phone number as a form of payment,1
353b6b07-03e1-4895-8599-3e09f3820b5c,Not happy yet,5
077a7456-35a6-4888-b955-cd1768154c74,I'm not even able to download any movies or series in my profile. I tried many times but even the settings is not helpful 😕 please check that. Why is Netflix having a glitch ?? I can't properly watch any of the series or movies 😞 Please do check and help,3
7a0e26fd-0e76-4923-9ab7-0b322a467f25,Bad apps. Hard to make payment to subscribe.,2
6f62e8aa-d0cb-49a6-b590-0d4bbe5182fa,"I am going to unlike all and any documentaries on Netflix, in an attempt to get this app to stop showing Adolf Hilter faces on my screen. If this doesn't help, I will cancel my Netflix subscription and find another service. You can always make an option to allow or disable Hitler faces from being shown. Hurry up with this.",2
2787ca41-4259-4b6c-976f-f051125434dc,I just wish all foreign TV shows (K- drama) Audio were English. But overall was excellent.,3
7028b935-f42c-48ac-8308-8e36fdf016eb,You got good TV shows keep it I subscribe to you,5
85267cfe-c138-4441-86e1-dd27f88a7ac3,"despite contributing towards paying for my household netflix, because I am travelling netflix will not let me watch. I need to request a code, which I can't currently do because I'm travelling and there is a time difference. completley unacceptable and insulting system.",1
15431fbf-8a7f-4d80-8d72-d2dc917b8978,แย่มาก แพ็คเกจที่สมัครยังไม่หมดอายุเลยแล้วจะมาตัดเงิน ราคาเยอะกว่าที่สมัครไปแล้วด้วย เข้าไม่ได้อีก แย่ๆๆ,1
6eabdb4a-c6b5-4852-9f8d-aa45dbe5997e,Pure trash. Not even worth it if it was for free,1
9d1a0367-7cc5-4621-8831-ebaf1f42efe8,it is so good,5
30f64bd0-bc16-4314-83e7-a922229a9ba7,Travel a lot new household block is annoying will just cancel my subscription if it keeps up. I don't pay 24 bucks a month to play these stupid games,1
d0377dd2-5f9b-403c-a5e0-a4ed791bf3d1,"Only watch if I absolutely have to because it's the only place to watch certain shows....there is a lag when I try to scroll, then if watching a movie, I have to reload it at least twice. I hate when it's only available through here. I go to my search so I don't have to scroll through the app. I have reinstalled everything at least twice.",2
f549cad1-c16c-43dd-9500-a8c5e2d6f39b,Ban maharaj,1
a07fbcd1-9e28-4bcc-8b8b-59fad21337da,For anti hindu content in upcoming 'Maharaja'. I have to unsubscribe from Netflix.,1
2dda502e-dcc7-4e2c-bbee-0af1628dcf8f,Mere phone mein kyo nahi chal Raha hai. I cannot support my mobile phone,5
3e89a8b3-556a-47ba-a82f-f04ce0416ec8,"I enjoy the app fairly well, but i can not stand that I can not put it into a miniscreen. I have other things to do on my phone, and with no miniscreen option, it makes me prefer to just watch disney+ or YouTube. The household rules don't bother me much but when it does randomly pop up its annoying to have to go through the verification just for it to tell me I have a week before I need to redo it or something.",4
a9056565-8109-47cf-86b6-620ecc7d3507,Very good,5
9afc37f4-f495-420d-844e-4d2e93d3f854,"At the start this app was good, I shared an account with my sister who lives at the other side of my city, but then they just became greedy for money and decided to incorporate a stupid idea that essentially tells you that you can't have the same account as someone who isn't in the same house hold I'd actually recommend this app if it wasn't so money hungry and stopped letting half of my family watch our favourite shows",1
b0221b6c-b6e6-44b5-90f5-d874500d82ab,My is Mohammed I came of Ghana in Africa I am in class SHS The food like but fufu and soup I am fair complexion My friend is name Faisal The food like but is rice and Stew,5
2d3c0450-ae52-415a-a6b2-5f87c2487943,"Every time I try fast forwarding on a TV show it starts loading and I have to get out of the show and go back to watching to make it stop loading, this just started recently but other than the loading it's a really great app.",4
7acadd1e-b619-4ea0-9192-6c88d9ac8c35,Addicted and spoiled 😌 💕,5
f13e613c-7b28-4968-bf38-ea7ed22aded4,Anti Hindu!,1
be1d132f-c3b7-469e-9890-7fc991375791,good,5
a886c552-2a99-49b2-b384-176cb51a2801,Best ott,5
3fdfbade-9546-4340-b221-6e97bbf50354,I can't believe I paid for Netflix this whole time while tubi was free. Netflix went from 7.99 when I started. Now it's over that with ads and no loyalty to those from the start. Glad I tried something different as it the same 10 actors on Netflix.,1
ebb46406-76f6-4d95-a9a0-4e5209dd041e,Best ott app,5
d6fddab6-7912-4e1d-98a2-64165bff87dd,best teenage shows ever❤️,5
7e87f92c-6c2d-4828-9400-35035a961334,Only fasttime login problem,5
49bb25fc-b687-4573-9fab-9f7da5b5f4f4,To up the cost by a dollar or two is one thing. To force me into paying an additional $7 a month for added benefits that I will never use? Piss off and take your argument for ads with you.,1
0ba8f6e1-afbf-4a00-b072-29cb1284693a,"I love it, but everytime i travel, i get the household notification. It is really annoying tbh. Other than that its great",3
98e822b9-a712-45ca-81b5-a9d440c3882e,"Stelletje klootzakken. Kan niet eens netflix kijken in me eigen huis. Met je ""je tv maakt geen deel uit van het Netflix-huishouden voor fit account."" Klopt hellemaal niks van🖕🏼",1
bc7ade5f-bc29-46d6-bcb0-f89cead7c3c2,Don't like it,1
dbbe98a3-fa92-4728-8238-37200d9d4323,رائع جداا,1
439a7044-c661-4255-b848-cdb0000bfdc9,spend more time searching than watching,3
38b47ad9-52ae-460a-a75e-b8b4fb5925d5,I love it,5
40be36b8-af5a-4df3-a83d-81e5abd9eb87,Good luck getting it to load.,2
e0525f5d-0fdd-47d4-b31e-90777a55fc0c,Good,5
9909418b-fe9e-4509-8e5c-0baf4b4ced30,Facebook selling private massage to Netflix form the massager user I don't trust this platform,1
f8013ae9-2a4e-48e9-b096-0b73f585863b,"I am main account holder. Accidentally bought an extra member slot. Now I'm not allowed to watch netflix unless I actually have the slot used? Like I cancelled it, so it's active until the end of the billing period but, I don't want to use it. I can't watch netflix unless I activate it? What?",3
1af5731d-1588-4184-b62b-cf0e8a80a0dc,I'd give zero stars if I could,1
a1863ca0-6d17-4172-b085-e7243855c854,Wide and good movies,4
579eb68c-e680-403d-93fc-b9c4578fec04,i despise you.,1
61dbf75a-cb26-4b9e-a50a-3e2f861ad20c,not work,1
112a0ec5-0f68-4204-a5f2-6fdae212ab72,I see k it lmk too,5
b8b1a584-0664-4162-a1e5-39431cde42a5,Good,5
b900b973-5c92-48cf-8b07-20670761d5f1,Would get a 5 if we had the same movies as the American Netflix. 👎,5
6425bf1e-c642-4929-9c65-a70c211127f6,"Having to restart my phone to fix the buffering issue was one thing, but now i just get a black screen on top of that! Useless! It's been multiple updates now and the issues still haven't been resolved. Please look into your compatibility with the Tecno Camon 20 phones.",1
620353cb-e915-4913-8334-31ac115b05c7,I just bought 499 netflix sub scription and now I can't install netflix in my phone it randomly crashes and neither installs properly can u please solve my problem,1
118fbfd5-225d-453d-baad-de6f27ced65b,Money grubby practices that squeeze every last penny from the user while not improving the services. The increase of add time is unreasonable. A no better streaming service than the bottom of the barrel.,1
79b97c86-d625-40ff-965b-439a927b403a,Netflix locks Windows desktop service behind a $15 pay wall they call their ad free package. you have to pay for the privilege of watching at your computer,1
4e209a77-81c6-4c15-9bf0-48bcc3098d99,Love Netflix! The app gets better with each update.,5
7c26d907-daf2-4cd3-aac5-b570b9352f51,Я купил подписку и вы мне ещё пихаете рекламу? Что за бред....,1
bea5df26-e036-49a6-b46b-005d0a2762af,The conjuring is back! So 5 stars again,5
2b59ccfa-ce10-439e-83ea-8c3eec4e2260,Wors app Hindi 90% Tamil 15 % west of mani,1
